A,B,C,D,E,F,G,H,I
77,77,186,71,1.2307,30.87,67.121,-22.915,0
78,78,186,71,1.2307,32.379,65.592,-21.194,0
79,79,186,71,1.2307,33.787,63.762,-19.573,0
80,80,186,71,1.2307,35.063,61.559,-18.129,0
81,81,186,71,1.2307,36.212,58.923,-16.951,0
82,82,186,71,1.2307,37.218,55.86,-16.09,0
83,83,186,71,1.2307,38.086,52.515,-15.603,0
84,84,186,71,1.2307,38.814,48.94,-15.615,0
85,85,186,71,1.2307,39.408,45.104,-16.061,0
86,86,186,71,1.2307,39.851,40.975,-16.85,0
87,87,186,71,1.2307,40.155,36.682,-17.765,0
88,88,186,71,1.2307,40.304,32.354,-18.46,0
89,89,186,71,1.2307,40.294,28.089,-18.696,0
90,90,186,71,1.2307,40.147,23.986,-18.548,0
91,91,186,71,1.2307,39.918,20.129,-18.338,0
92,92,186,71,1.2307,39.649,16.614,-18.322,0
93,93,186,71,1.2307,39.386,13.587,-18.506,0
94,94,186,71,1.2307,39.193,11.223,-18.71,0
95,95,186,71,1.2307,39.111,9.6005,-18.83,0
96,96,186,71,1.2307,39.13,8.6385,-18.921,0
97,97,186,71,1.2307,39.228,8.3564,-18.959,0
98,98,186,71,1.2307,39.38,8.856,-18.736,0
99,99,186,71,1.2307,39.552,10.174,-18.299,0
100,100,186,71,1.2307,39.735,11.787,-18.387,0
0,0,186,71,0.95351,36.001,14.182,-19.365,-7.2488
1,1,186,71,0.95351,35.895,15.244,-19.581,104.15
2,2,186,71,0.95351,35.778,15.545,-20.859,190.13
3,3,186,71,0.95351,35.542,15.175,-22.032,241.64
4,4,186,71,0.95351,35.204,14.955,-22.815,269.47
5,5,186,71,0.95351,34.956,15.531,-23.561,293.43
6,6,186,71,0.95351,34.845,16.771,-23.782,329.53
7,7,186,71,0.95351,34.659,18.09,-22.987,383.35
8,8,186,71,0.95351,34.283,19.073,-21.674,451.06
9,9,186,71,0.95351,33.737,19.622,-20.387,524.1
10,10,186,71,0.95351,33.015,19.914,-19.149,593.4
11,11,186,71,0.95351,32.229,20.303,-17.854,651.74
12,12,186,71,0.95351,31.601,20.953,-16.562,694.93
13,13,186,71,0.95351,31.117,21.545,-15.421,722.4
14,14,186,71,0.95351,30.515,21.701,-14.541,736.63
15,15,186,71,0.95351,29.722,21.546,-13.891,741.27
16,16,186,71,0.95351,28.831,21.329,-13.338,739.25
17,17,186,71,0.95351,27.847,20.983,-12.773,731.96
18,18,186,71,0.95351,26.748,20.426,-12.165,719.88
19,19,186,71,0.95351,25.483,19.743,-11.548,703.66
20,20,186,71,0.95351,23.964,19.005,-10.993,684.72
21,21,186,71,0.95351,22.339,18.208,-10.592,665.12
22,22,186,71,0.95351,20.885,17.341,-10.382,646.89
23,23,186,71,0.95351,19.603,16.421,-10.23,631.33
24,24,186,71,0.95351,18.291,15.501,-9.9621,619.02
25,25,186,71,0.95351,16.967,14.685,-9.6018,610.15
26,26,186,71,0.95351,15.855,14.032,-9.2659,604.87
27,27,186,71,0.95351,14.85,13.435,-8.9359,603.31
28,28,186,71,0.95351,13.687,12.764,-8.5635,605.3
29,29,186,71,0.95351,12.462,12.002,-8.2627,610.1
30,30,186,71,0.95351,11.373,11.203,-8.1357,616.44
31,31,186,71,0.95351,10.374,10.423,-8.0212,622.89
32,32,186,71,0.95351,9.3821,9.6828,-7.7417,628.39
33,33,186,71,0.95351,8.4114,8.9411,-7.3819,632.59
34,34,186,71,0.95351,7.4875,8.213,-7.0642,635.78
35,35,186,71,0.95351,6.6147,7.5942,-6.7512,638.53
36,36,186,71,0.95351,5.7993,7.1051,-6.3979,641.34
37,37,186,71,0.95351,5.0796,6.6942,-6.0873,644.62
38,38,186,71,0.95351,4.4584,6.3858,-5.8342,648.78
39,39,186,71,0.95351,3.8341,6.2438,-5.5004,654.4
40,40,186,71,0.95351,3.1362,6.2588,-5.0577,662.1
41,41,186,71,0.95351,2.4144,6.3688,-4.6549,672.13
42,42,186,71,0.95351,1.7249,6.5384,-4.3936,684.08
43,43,186,71,0.95351,1.085,6.8152,-4.2107,696.88
44,44,186,71,0.95351,0.52261,7.294,-4.0721,709.01
45,45,186,71,0.95351,0.054151,8.0278,-4.0293,719
46,46,186,71,0.95351,-0.33668,9.0021,-4.0391,725.65
47,47,186,71,0.95351,-0.63988,10.189,-4.0614,728.01
48,48,186,71,0.95351,-0.8298,11.533,-4.1874,725.16
49,49,186,71,0.95351,-0.95319,12.944,-4.509,715.93
50,50,186,71,0.95351,-1.0741,14.38,-5.0312,698.92
51,51,186,71,0.95351,-1.0829,15.924,-5.7803,672.76
52,52,186,71,0.95351,-0.85984,17.686,-6.7882,636.4
53,53,186,71,0.95351,-0.59696,19.62,-8.0382,589.22
54,54,186,71,0.95351,-0.54688,21.594,-9.5709,530.88
55,55,186,71,0.95351,-0.69967,23.548,-11.516,461.55
56,56,186,71,0.95351,-0.87839,25.521,-13.964,382.89
57,57,186,71,0.95351,-0.80896,27.678,-16.941,299.2
58,58,186,71,0.95351,-0.204,30.213,-20.461,217.48
59,59,186,71,0.95351,0.86937,33.221,-24.261,145.58
60,60,186,71,0.95351,2.1583,36.738,-27.587,89.268
61,61,186,71,0.95351,3.6306,40.66,-29.923,0
62,62,186,71,0.95351,5.293,44.625,-31.865,0
63,63,186,71,0.95351,7.0899,48.303,-34.39,0
64,64,186,71,0.95351,8.8807,51.648,-37.351,0
65,65,186,71,0.95351,10.587,54.752,-40.007,0
66,66,186,71,0.95351,12.285,57.646,-42.048,0
67,67,186,71,0.95351,13.995,60.264,-42.942,0
68,68,186,71,0.95351,15.645,62.525,-42.004,0
69,69,186,71,0.95351,17.202,64.353,-39.554,0
70,70,186,71,0.95351,18.729,65.741,-36.658,0
71,71,186,71,0.95351,20.29,66.809,-33.757,0
72,72,186,71,0.95351,21.836,67.578,-30.902,0
73,73,186,71,0.95351,23.311,67.892,-28.629,0
74,74,186,71,0.95351,24.782,67.693,-27.131,0
75,75,186,71,0.95351,26.293,67.09,-25.722,0
76,76,186,71,0.95351,27.742,66.106,-23.904,0
77,77,186,71,0.95351,29.085,64.696,-22.023,0
78,78,186,71,0.95351,30.371,62.848,-20.413,0
79,79,186,71,0.95351,31.585,60.583,-19.026,0
80,80,186,71,0.95351,32.657,57.957,-17.871,0
81,81,186,71,0.95351,33.595,55.038,-17.112,0
82,82,186,71,0.95351,34.459,51.874,-16.698,0
83,83,186,71,0.95351,35.249,48.536,-16.481,0
84,84,186,71,0.95351,35.939,45.134,-16.597,0
85,85,186,71,0.95351,36.543,41.748,-17.1,0
86,86,186,71,0.95351,37.101,38.408,-17.747,0
87,87,186,71,0.95351,37.601,35.099,-18.534,0
88,88,186,71,0.95351,37.994,31.776,-19.554,0
89,89,186,71,0.95351,38.26,28.448,-20.443,0
90,90,186,71,0.95351,38.412,25.196,-20.915,0
91,91,186,71,0.95351,38.465,22.163,-20.959,0
92,92,186,71,0.95351,38.442,19.522,-20.556,0
93,93,186,71,0.95351,38.377,17.298,-19.988,0
94,94,186,71,0.95351,38.265,15.307,-19.724,0
95,95,186,71,0.95351,38.077,13.48,-19.736,0
96,96,186,71,0.95351,37.863,12.026,-19.67,0
97,97,186,71,0.95351,37.708,11.147,-19.425,0
98,98,186,71,0.95351,37.628,10.984,-18.937,0
99,99,186,71,0.95351,37.593,11.62,-18.307,0
100,100,186,71,0.95351,37.64,12.646,-18.495,0
0,0,172,56,1.9955,33.652,18.686,-18.581,-17.75
1,1,172,56,1.9955,32.611,18.38,-19.129,165.24
2,2,172,56,1.9955,31.614,17.846,-20.195,340.79
3,3,172,56,1.9955,30.869,17.662,-21.557,493.32
4,4,172,56,1.9955,30.476,18.431,-22.762,615.08
5,5,172,56,1.9955,30.302,20.138,-23.344,706.17
6,6,172,56,1.9955,30.16,22.47,-22.957,771.94
7,7,172,56,1.9955,29.808,24.727,-21.682,819.33
8,8,172,56,1.9955,29.14,26.41,-19.983,853.88
9,9,172,56,1.9955,28.145,27.251,-18.317,878.31
10,10,172,56,1.9955,26.978,27.385,-16.976,892.72
11,11,172,56,1.9955,25.754,26.975,-16.003,895.64
12,12,172,56,1.9955,24.498,26.035,-15.422,885.41
13,13,172,56,1.9955,23.178,24.663,-15.142,861.3
14,14,172,56,1.9955,21.781,22.975,-15.07,824.17
15,15,172,56,1.9955,20.359,21.221,-15.053,776.53
16,16,172,56,1.9955,19.009,19.715,-14.929,722.15
17,17,172,56,1.9955,17.801,18.687,-14.577,665.29
18,18,172,56,1.9955,16.743,18.186,-13.931,610
19,19,172,56,1.9955,15.759,17.983,-13.068,559.47
20,20,172,56,1.9955,14.762,17.822,-12.123,515.75
21,21,172,56,1.9955,13.656,17.446,-11.302,479.74
22,22,172,56,1.9955,12.381,16.737,-10.732,451.37
23,23,172,56,1.9955,10.854,15.584,-10.512,430.01
24,24,172,56,1.9955,9.0641,14.01,-10.601,414.78
25,25,172,56,1.9955,7.0531,12.075,-10.921,404.9
26,26,172,56,1.9955,4.9063,9.8638,-11.378,399.88
27,27,172,56,1.9955,2.7625,7.5791,-11.842,399.57
28,28,172,56,1.9955,0.69836,5.3796,-12.23,404.08
29,29,172,56,1.9955,-1.2531,3.4345,-12.468,413.71
30,30,172,56,1.9955,-3.1218,1.8016,-12.556,428.79
31,31,172,56,1.9955,-4.9225,0.5212,-12.52,449.48
32,32,172,56,1.9955,-6.6474,-0.44315,-12.433,475.68
33,33,172,56,1.9955,-8.273,-1.1791,-12.372,506.88
34,34,172,56,1.9955,-9.7578,-1.7278,-12.399,542.15
35,35,172,56,1.9955,-11.101,-2.1212,-12.541,580.19
36,36,172,56,1.9955,-12.328,-2.3526,-12.788,619.45
37,37,172,56,1.9955,-13.452,-2.3599,-13.117,658.29
38,38,172,56,1.9955,-14.481,-2.1209,-13.475,695.16
39,39,172,56,1.9955,-15.382,-1.6172,-13.846,728.75
40,40,172,56,1.9955,-16.095,-0.84476,-14.263,758.03
41,41,172,56,1.9955,-16.636,0.11361,-14.783,782.29
42,42,172,56,1.9955,-17.032,1.2203,-15.461,801.01
43,43,172,56,1.9955,-17.351,2.4493,-16.313,813.68
44,44,172,56,1.9955,-17.668,3.7735,-17.304,819.6
45,45,172,56,1.9955,-18.031,5.1883,-18.433,817.64
46,46,172,56,1.9955,-18.451,6.7052,-19.71,806.21
47,47,172,56,1.9955,-18.886,8.3606,-21.145,783.32
48,48,172,56,1.9955,-19.244,10.229,-22.799,746.93
49,49,172,56,1.9955,-19.397,12.311,-24.764,695.54
50,50,172,56,1.9955,-19.225,14.573,-27.175,628.93
51,51,172,56,1.9955,-18.538,17.015,-30.224,548.83
52,52,172,56,1.9955,-17.356,19.667,-33.744,459.38
53,53,172,56,1.9955,-15.724,22.645,-37.457,366.84
54,54,172,56,1.9955,-13.774,26.109,-40.907,278.74
55,55,172,56,1.9955,-11.687,30.049,-43.799,202.25
56,56,172,56,1.9955,-9.5527,34.419,-45.905,142.61
57,57,172,56,1.9955,-7.4285,39.015,-47.047,101.81
58,58,172,56,1.9955,-5.3693,43.578,-47.152,78.288
59,59,172,56,1.9955,-3.4763,47.799,-46.075,67.687
60,60,172,56,1.9955,-1.8258,51.374,-44.091,64.492
61,61,172,56,1.9955,-0.40359,54.14,-41.617,0
62,62,172,56,1.9955,0.87615,55.967,-39.021,0
63,63,172,56,1.9955,2.1874,57.151,-36.465,0
64,64,172,56,1.9955,3.6578,57.972,-33.875,0
65,65,172,56,1.9955,5.4083,58.711,-31.076,0
66,66,172,56,1.9955,7.4244,59.508,-28.052,0
67,67,172,56,1.9955,9.6638,60.326,-24.93,0
68,68,172,56,1.9955,12.005,61.003,-21.991,0
69,69,172,56,1.9955,14.307,61.401,-19.407,0
70,70,172,56,1.9955,16.451,61.411,-17.241,0
71,71,172,56,1.9955,18.374,61.036,-15.367,0
72,72,172,56,1.9955,20.089,60.348,-13.648,0
73,73,172,56,1.9955,21.613,59.371,-12.065,0
74,74,172,56,1.9955,23.019,58.143,-10.69,0
75,75,172,56,1.9955,24.349,56.645,-9.5994,0
76,76,172,56,1.9955,25.61,54.795,-8.8532,0
77,77,172,56,1.9955,26.799,52.616,-8.3485,0
78,78,172,56,1.9955,27.886,50.105,-8.0352,0
79,79,172,56,1.9955,28.815,47.251,-7.9125,0
80,80,172,56,1.9955,29.564,44.095,-7.974,0
81,81,172,56,1.9955,30.091,40.621,-8.2201,0
82,82,172,56,1.9955,30.373,36.842,-8.6191,0
83,83,172,56,1.9955,30.426,32.811,-9.1623,0
84,84,172,56,1.9955,30.242,28.561,-9.9379,0
85,85,172,56,1.9955,29.867,24.183,-11.067,0
86,86,172,56,1.9955,29.347,19.773,-12.623,0
87,87,172,56,1.9955,28.711,15.461,-14.634,0
88,88,172,56,1.9955,28.007,11.375,-16.854,0
89,89,172,56,1.9955,27.27,7.6467,-19.019,0
90,90,172,56,1.9955,26.572,4.5141,-20.813,0
91,91,172,56,1.9955,26.012,2.1077,-22.14,0
92,92,172,56,1.9955,25.721,0.64672,-22.978,0
93,93,172,56,1.9955,25.847,0.3481,-23.389,0
94,94,172,56,1.9955,26.416,1.1805,-23.477,0
95,95,172,56,1.9955,27.416,3.1565,-23.237,0
96,96,172,56,1.9955,28.605,5.913,-22.662,0
97,97,172,56,1.9955,29.672,8.9479,-21.789,0
98,98,172,56,1.9955,30.286,11.794,-20.725,0
99,99,172,56,1.9955,30.309,14.08,-19.867,0
100,100,172,56,1.9955,29.752,15.553,-19.728,0
0,0,172,56,1.9441,31.783,15.001,-21.092,141.67
1,1,172,56,1.9441,31.075,15.214,-22.564,268.77
2,2,172,56,1.9441,30.41,14.614,-24.827,383.59
3,3,172,56,1.9441,29.823,13.683,-27.291,477.19
4,4,172,56,1.9441,29.366,13.195,-29.049,545.89
5,5,172,56,1.9441,29.077,13.624,-29.627,591.17
6,6,172,56,1.9441,29.017,15.258,-28.847,618.16
7,7,172,56,1.9441,29.153,17.861,-27.128,633.5
8,8,172,56,1.9441,29.33,20.859,-25.015,643.21
9,9,172,56,1.9441,29.243,23.397,-23.024,651.33
10,10,172,56,1.9441,28.667,24.863,-21.494,659.35
11,11,172,56,1.9441,27.539,25.128,-20.522,666.61
12,12,172,56,1.9441,25.972,24.446,-20.002,671.04
13,13,172,56,1.9441,24.245,23.364,-19.645,670.22
14,14,172,56,1.9441,22.542,22.197,-19.275,662.27
15,15,172,56,1.9441,20.969,21.122,-18.819,646.32
16,16,172,56,1.9441,19.531,20.152,-18.306,622.76
17,17,172,56,1.9441,18.223,19.276,-17.77,593.01
18,18,172,56,1.9441,16.998,18.5,-17.209,559.13
19,19,172,56,1.9441,15.815,17.854,-16.593,523.44
20,20,172,56,1.9441,14.609,17.358,-15.888,488.03
21,21,172,56,1.9441,13.305,16.891,-15.141,454.61
22,22,172,56,1.9441,11.826,16.289,-14.445,424.39
23,23,172,56,1.9441,10.126,15.377,-13.936,398.16
24,24,172,56,1.9441,8.2531,14.139,-13.677,376.39
25,25,172,56,1.9441,6.2872,12.633,-13.686,359.34
26,26,172,56,1.9441,4.3543,11.047,-13.841,347.13
27,27,172,56,1.9441,2.5305,9.5291,-14.014,339.72
28,28,172,56,1.9441,0.86519,8.1918,-14.106,336.87
29,29,172,56,1.9441,-0.69692,7.0063,-14.122,338.09
30,30,172,56,1.9441,-2.2241,5.9083,-14.117,342.74
31,31,172,56,1.9441,-3.8076,4.8022,-14.183,350.09
32,32,172,56,1.9441,-5.4883,3.6461,-14.378,359.47
33,33,172,56,1.9441,-7.265,2.4725,-14.73,370.52
34,34,172,56,1.9441,-9.0702,1.399,-15.194,383.2
35,35,172,56,1.9441,-10.83,0.53256,-15.697,397.9
36,36,172,56,1.9441,-12.471,-0.016862,-16.176,415.25
37,37,172,56,1.9441,-13.99,-0.28724,-16.614,435.98
38,38,172,56,1.9441,-15.409,-0.33761,-17.036,460.55
39,39,172,56,1.9441,-16.753,-0.21494,-17.473,488.96
40,40,172,56,1.9441,-18.025,0.075405,-17.92,520.41
41,41,172,56,1.9441,-19.157,0.63941,-18.343,553.22
42,42,172,56,1.9441,-20.04,1.6046,-18.727,584.76
43,43,172,56,1.9441,-20.615,2.9647,-19.122,611.61
44,44,172,56,1.9441,-20.833,4.6485,-19.654,629.9
45,45,172,56,1.9441,-20.776,6.4521,-20.442,635.79
46,46,172,56,1.9441,-20.537,8.2797,-21.523,626.12
47,47,172,56,1.9441,-20.187,10.181,-22.898,599.15
48,48,172,56,1.9441,-19.792,12.287,-24.512,555.11
49,49,172,56,1.9441,-19.363,14.725,-26.46,496.64
50,50,172,56,1.9441,-18.864,17.533,-28.974,428.61
51,51,172,56,1.9441,-18.234,20.596,-32.152,357.59
52,52,172,56,1.9441,-17.372,23.809,-36.01,290.65
53,53,172,56,1.9441,-16.238,27.082,-40.211,233.96
54,54,172,56,1.9441,-14.867,30.42,-44.383,191.46
55,55,172,56,1.9441,-13.314,33.913,-48.136,164.06
56,56,172,56,1.9441,-11.679,37.615,-51.228,149.64
57,57,172,56,1.9441,-9.9765,41.527,-53.337,144.06
58,58,172,56,1.9441,-8.1643,45.541,-53.976,142.77
59,59,172,56,1.9441,-6.2023,49.485,-53.132,141.72
60,60,172,56,1.9441,-4.0536,53.174,-50.909,136.95
61,61,172,56,1.9441,-1.7494,56.44,-47.912,0
62,62,172,56,1.9441,0.63703,59.228,-44.684,0
63,63,172,56,1.9441,3.0295,61.506,-41.488,0
64,64,172,56,1.9441,5.3688,63.427,-38.275,0
65,65,172,56,1.9441,7.6277,65.066,-34.944,0
66,66,172,56,1.9441,9.7789,66.377,-31.575,0
67,67,172,56,1.9441,11.832,67.315,-28.474,0
68,68,172,56,1.9441,13.79,67.797,-25.959,0
69,69,172,56,1.9441,15.66,67.825,-24.155,0
70,70,172,56,1.9441,17.434,67.491,-22.875,0
71,71,172,56,1.9441,19.065,66.817,-21.925,0
72,72,172,56,1.9441,20.539,65.837,-21.094,0
73,73,172,56,1.9441,21.87,64.55,-20.32,0
74,74,172,56,1.9441,23.074,62.891,-19.623,0
75,75,172,56,1.9441,24.187,60.893,-19.015,0
76,76,172,56,1.9441,25.196,58.542,-18.5,0
77,77,172,56,1.9441,26.07,55.838,-18.047,0
78,78,172,56,1.9441,26.806,52.84,-17.627,0
79,79,172,56,1.9441,27.391,49.551,-17.27,0
80,80,172,56,1.9441,27.829,46.002,-17.065,0
81,81,172,56,1.9441,28.118,42.219,-17.073,0
82,82,172,56,1.9441,28.218,38.19,-17.294,0
83,83,172,56,1.9441,28.152,33.994,-17.552,0
84,84,172,56,1.9441,27.948,29.708,-17.687,0
85,85,172,56,1.9441,27.657,25.455,-17.657,0
86,86,172,56,1.9441,27.331,21.322,-17.695,0
87,87,172,56,1.9441,26.984,17.364,-18.142,0
88,88,172,56,1.9441,26.612,13.597,-19.17,0
89,89,172,56,1.9441,26.228,10.065,-20.532,0
90,90,172,56,1.9441,25.891,6.9776,-21.72,0
91,91,172,56,1.9441,25.689,4.5496,-22.516,0
92,92,172,56,1.9441,25.693,2.9711,-22.82,0
93,93,172,56,1.9441,25.974,2.4493,-22.576,0
94,94,172,56,1.9441,26.473,2.7786,-22.01,0
95,95,172,56,1.9441,27.119,3.791,-21.37,0
96,96,172,56,1.9441,27.767,5.2045,-20.967,0
97,97,172,56,1.9441,28.285,6.7945,-20.58,0
98,98,172,56,1.9441,28.534,8.4514,-20.173,0
99,99,172,56,1.9441,28.478,10.049,-20.047,0
100,100,172,56,1.9441,28.159,11.43,-20.355,0
0,0,172,56,1.4472,28.269,9.0426,-23.882,-17.413
1,1,172,56,1.4472,27.986,10.246,-24.294,116.8
2,2,172,56,1.4472,27.63,10.263,-25.713,232.58
3,3,172,56,1.4472,27.152,9.407,-27.67,318.18
4,4,172,56,1.4472,26.512,8.6525,-29.16,372.05
5,5,172,56,1.4472,25.755,8.8526,-29.563,401.36
6,6,172,56,1.4472,25.014,10.132,-29.068,417.67
7,7,172,56,1.4472,24.397,12.012,-28.225,432.12
8,8,172,56,1.4472,23.898,13.916,-27.322,451.97
9,9,172,56,1.4472,23.42,15.519,-26.262,479.31
10,10,172,56,1.4472,22.846,16.73,-24.998,511.88
11,11,172,56,1.4472,22.096,17.524,-23.753,545.03
12,12,172,56,1.4472,21.161,17.903,-22.721,573.85
13,13,172,56,1.4472,20.117,17.964,-21.893,594.76
14,14,172,56,1.4472,19.08,17.887,-21.155,606.14
15,15,172,56,1.4472,18.138,17.803,-20.407,608.17
16,16,172,56,1.4472,17.295,17.698,-19.629,602.26
17,17,172,56,1.4472,16.459,17.444,-18.882,590.24
18,18,172,56,1.4472,15.488,16.924,-18.247,573.81
19,19,172,56,1.4472,14.271,16.107,-17.758,554.19
20,20,172,56,1.4472,12.809,15.041,-17.398,532.12
21,21,172,56,1.4472,11.217,13.819,-17.112,508.06
22,22,172,56,1.4472,9.602,12.546,-16.842,482.45
23,23,172,56,1.4472,7.657,11.263,-16.546,455.99
24,24,172,56,1.4472,5.6326,9.9881,-16.331,429.76
25,25,172,56,1.4472,3.9007,8.6939,-16.318,405.2
26,26,172,56,1.4472,2.1912,7.3545,-16.409,383.94
27,27,172,56,1.4472,0.45287,6.0008,-16.455,367.57
28,28,172,56,1.4472,-1.2244,4.698,-16.383,357.4
29,29,172,56,1.4472,-2.7721,3.5187,-16.211,354.28
30,30,172,56,1.4472,-4.1679,2.5202,-15.988,358.49
31,31,172,56,1.4472,-5.4273,1.7354,-15.721,369.7
32,32,172,56,1.4472,-6.5859,1.176,-15.375,387.1
33,33,172,56,1.4472,-7.6966,0.82758,-14.916,409.49
34,34,172,56,1.4472,-8.8278,0.63214,-14.365,435.47
35,35,172,56,1.4472,-10.039,0.48398,-13.818,463.6
36,36,172,56,1.4472,-11.341,0.27123,-13.412,492.52
37,37,172,56,1.4472,-12.681,-0.050555,-13.236,520.99
38,38,172,56,1.4472,-13.965,-0.41458,-13.254,547.95
39,39,172,56,1.4472,-15.117,-0.67901,-13.346,572.51
40,40,172,56,1.4472,-16.119,-0.71212,-13.416,594.01
41,41,172,56,1.4472,-16.986,-0.45097,-13.466,612.08
42,42,172,56,1.4472,-17.723,0.10211,-13.569,626.76
43,43,172,56,1.4472,-18.316,0.92178,-13.774,638.59
44,44,172,56,1.4472,-18.772,1.9862,-14.036,648.39
45,45,172,56,1.4472,-19.134,3.2563,-14.258,657.02
46,46,172,56,1.4472,-19.449,4.6492,-14.433,664.73
47,47,172,56,1.4472,-19.738,6.0648,-14.696,670.61
48,48,172,56,1.4472,-19.996,7.4466,-15.214,672.15
49,49,172,56,1.4472,-20.218,8.8083,-16.072,665.37
50,50,172,56,1.4472,-20.397,10.207,-17.245,645.47
51,51,172,56,1.4472,-20.479,11.714,-18.666,608.21
52,52,172,56,1.4472,-20.332,13.412,-20.341,551.59
53,53,172,56,1.4472,-19.816,15.402,-22.448,477.28
54,54,172,56,1.4472,-18.899,17.764,-25.285,391.26
55,55,172,56,1.4472,-17.719,20.521,-29.042,302.98
56,56,172,56,1.4472,-16.479,23.627,-33.546,223.09
57,57,172,56,1.4472,-15.289,27.004,-38.219,160.36
58,58,172,56,1.4472,-14.089,30.574,-42.357,118.91
59,59,172,56,1.4472,-12.721,34.288,-45.507,97.18
60,60,172,56,1.4472,-11.061,38.125,-47.571,89.174
61,61,172,56,1.4472,-9.1038,42.063,-48.575,0
62,62,172,56,1.4472,-6.9389,46.002,-48.406,0
63,63,172,56,1.4472,-4.6837,49.731,-46.917,0
64,64,172,56,1.4472,-2.4327,52.994,-44.304,0
65,65,172,56,1.4472,-0.22884,55.613,-41.19,0
66,66,172,56,1.4472,1.9431,57.562,-38.24,0
67,67,172,56,1.4472,4.1254,58.945,-35.711,0
68,68,172,56,1.4472,6.3317,59.945,-33.375,0
69,69,172,56,1.4472,8.5182,60.731,-30.882,0
70,70,172,56,1.4472,10.594,61.353,-28.193,0
71,71,172,56,1.4472,12.452,61.716,-25.643,0
72,72,172,56,1.4472,14.015,61.675,-23.623,0
73,73,172,56,1.4472,15.298,61.173,-22.213,0
74,74,172,56,1.4472,16.412,60.278,-21.119,0
75,75,172,56,1.4472,17.488,59.063,-20.009,0
76,76,172,56,1.4472,18.57,57.507,-18.837,0
77,77,172,56,1.4472,19.683,55.535,-17.816,0
78,78,172,56,1.4472,20.747,53.141,-17.186,0
79,79,172,56,1.4472,21.678,50.403,-16.985,0
80,80,172,56,1.4472,22.515,47.38,-17.038,0
81,81,172,56,1.4472,23.293,44.072,-17.15,0
82,82,172,56,1.4472,23.967,40.445,-17.232,0
83,83,172,56,1.4472,24.475,36.509,-17.291,0
84,84,172,56,1.4472,24.805,32.347,-17.405,0
85,85,172,56,1.4472,24.992,28.064,-17.698,0
86,86,172,56,1.4472,25.08,23.731,-18.295,0
87,87,172,56,1.4472,25.083,19.4,-19.235,0
88,88,172,56,1.4472,24.988,15.166,-20.462,0
89,89,172,56,1.4472,24.794,11.179,-21.874,0
90,90,172,56,1.4472,24.536,7.5956,-23.322,0
91,91,172,56,1.4472,24.292,4.5609,-24.587,0
92,92,172,56,1.4472,24.169,2.2555,-25.446,0
93,93,172,56,1.4472,24.271,0.91038,-25.808,0
94,94,172,56,1.4472,24.654,0.67526,-25.752,0
95,95,172,56,1.4472,25.264,1.4009,-25.458,0
96,96,172,56,1.4472,25.914,2.581,-25.153,0
97,97,172,56,1.4472,26.355,3.6757,-25.051,0
98,98,172,56,1.4472,26.459,4.5709,-25.132,0
99,99,172,56,1.4472,26.279,5.5699,-25.092,0
100,100,172,56,1.4472,25.958,6.8848,-24.74,0
0,0,188,59,1.9478,26.006,8.0453,-21.834,175.04
1,1,188,59,1.9478,26.926,10.315,-23.671,285.36
2,2,188,59,1.9478,28.087,12.902,-26.106,393.35
3,3,188,59,1.9478,29.375,16.082,-28.014,490.34
4,4,188,59,1.9478,30.51,19.706,-28.806,572.89
5,5,188,59,1.9478,31.206,23.184,-28.738,642.14
6,6,188,59,1.9478,31.328,25.92,-28.261,701.32
7,7,188,59,1.9478,30.944,27.793,-27.402,753.16
8,8,188,59,1.9478,30.247,29.176,-25.908,798.33
9,9,188,59,1.9478,29.413,30.474,-23.785,835.4
10,10,188,59,1.9478,28.516,31.71,-21.545,861.67
11,11,188,59,1.9478,27.569,32.594,-19.799,874.39
12,12,188,59,1.9478,26.57,32.975,-18.638,871.71
13,13,188,59,1.9478,25.482,32.913,-17.777,853.28
14,14,188,59,1.9478,24.236,32.5,-16.975,820.26
15,15,188,59,1.9478,22.769,31.74,-16.225,775.06
16,16,188,59,1.9478,21.075,30.592,-15.654,720.89
17,17,188,59,1.9478,19.213,29.077,-15.33,661.21
18,18,188,59,1.9478,17.271,27.325,-15.191,599.41
19,19,188,59,1.9478,15.311,25.514,-15.111,538.46
20,20,188,59,1.9478,13.367,23.772,-15.015,480.82
21,21,188,59,1.9478,11.462,22.116,-14.918,428.34
22,22,188,59,1.9478,9.6158,20.479,-14.869,382.29
23,23,188,59,1.9478,7.8314,18.801,-14.87,343.41
24,24,188,59,1.9478,6.0846,17.066,-14.881,311.95
25,25,188,59,1.9478,4.3387,15.29,-14.871,287.83
26,26,188,59,1.9478,2.5649,13.498,-14.846,270.71
27,27,188,59,1.9478,0.75227,11.705,-14.839,260.13
28,28,188,59,1.9478,-1.095,9.9199,-14.866,255.68
29,29,188,59,1.9478,-2.9579,8.1628,-14.919,257.18
30,30,188,59,1.9478,-4.7942,6.4966,-14.981,264.67
31,31,188,59,1.9478,-6.5387,5.0401,-15.049,278.43
32,32,188,59,1.9478,-8.1533,3.8853,-15.131,298.82
33,33,188,59,1.9478,-9.6567,3.0455,-15.2,326.04
34,34,188,59,1.9478,-11.104,2.4624,-15.192,359.88
35,35,188,59,1.9478,-12.538,2.0543,-15.061,399.63
